full_name,year,inc_decile_p0p10,inc_decile_p10p20,inc_decile_p20p30,inc_decile_p30p40,inc_decile_p40p50,inc_decile_p50p60,inc_decile_p60p70,inc_decile_p70p80,inc_decile_p80p90,inc_decile_p90p100,country_code,total_population,mean_income
Austria,1984,1522,12174,21214,26742,29280,34279,38389,44376,55561,131982,AT,5562079,39552
Austria,1985,1429,11433,20749,26655,29734,34984,40093,46242,57610,133761,AT,5611999,40269
Austria,1986,1431,11447,20663,26589,29623,35521,41068,47451,58118,135457,AT,5659154,40737
Austria,1987,1584,12674,23174,26773,30585,35283,40094,45938,55356,137070,AT,5716105,40853
Austria,1988,1636,13085,24076,26901,31115,36106,41976,46898,57564,140639,AT,5779067,41999
Austria,1989,1616,12929,23775,26898,31409,36879,42530,49189,62043,145142,AT,5842435,43241
Austria,1990,1739,13909,25320,27985,32738,37731,44014,51063,63587,149335,AT,5902591,44742
Austria,1991,1728,13825,24812,29112,34003,38902,44845,52163,64627,151657,AT,5956338,45567
Austria,1992,1851,14809,25195,29007,33739,39441,45508,53297,65625,153029,AT,6005307,46150
Austria,1993,1846,14769,25237,28962,33638,39042,45139,52840,65299,152644,AT,6047688,45942
Austria,1994,1720,13762,24236,30046,34596,40423,46413,54583,66124,155702,AT,6084014,46761
Austria,1995,1902,15212,24825,29815,35234,41598,47832,56068,67600,157990,AT,6114539,47808
Austria,1996,1861,14891,25258,30041,36039,42258,48153,57218,70014,162592,AT,6140777,48833
Austria,1997,1874,14996,25342,29879,35754,42079,47957,57780,70724,167499,AT,6161618,49389
Austria,1998,1876,15009,25976,30760,36456,42843,49132,58759,71936,176471,AT,6181089,50922
Austria,1999,2028,16227,27672,32869,38696,44892,51253,60393,74670,171264,AT,6202860,51996
Austria,2000,2016,16132,27599,32716,38536,44905,51306,61371,76127,187114,AT,6230037,53782
Austria,2001,2127,17016,28713,33806,39437,45796,52517,62300,75326,181385,AT,6264278,53842
Austria,2002,2025,16200,27809,33000,38839,45141,52082,63027,79144,189933,AT,6304573,54720
Austria,2003,2037,16299,27227,32450,37916,44156,51365,60956,77909,198269,AT,6349465,54859
Austria,2004,2163,17306,28645,34356,40058,46450,54031,64793,81529,191436,AT,6396950,56077
Austria,2005,2116,16925,28163,34069,39625,45730,53485,64274,83432,202379,AT,6444604,57020
Austria,2006,2091,16729,27738,33446,39524,45939,53725,65243,84140,220947,AT,6485378,58952
Austria,2007,2245,17958,29819,35645,42067,49127,57357,69280,89564,214462,AT,6526145,60752
Austria,2008,2298,18382,30595,36760,42639,49184,57544,69276,90539,218927,AT,6568865,61614
Austria,2009,2172,17380,28645,34795,40503,47058,54958,66722,87025,197496,AT,6615707,57675
Austria,2010,2147,17179,28753,35365,41426,48062,56590,68222,86960,204620,AT,6668375,58932
Austria,2011,2263,18106,29978,36429,43024,50275,58026,69459,88771,202897,AT,6723573,59923
Austria,2012,2352,18816,31112,37246,43756,50745,58585,70643,91411,189485,AT,6785933,59415
Austria,2013,2318,18546,30908,37381,43638,50274,58118,69170,88624,188815,AT,6853892,58779
Austria,2014,2211,17690,29584,35809,41846,48495,56674,67152,85907,199197,AT,6924977,58457
Austria,2015,2227,17818,29415,35578,41781,48671,56184,67104,86078,192187,AT,6996422,57704
Austria,2016,2269,18152,29873,35937,42391,48718,56407,67691,86745,201464,AT,7054049,58965
Austria,2017,2332,18652,31107,37409,43090,49449,57217,68725,86140,197467,AT,7111603,59159
Austria,2018,2269,18149,31107,38320,43856,50700,58854,69648,87424,201872,AT,7166221,60220
Austria,2019,2276,18211,31237,38512,44107,51048,59260,70304,88418,206689,AT,7214995,61006
Austria,2020,2086,16689,28625,35290,40412,46769,54292,64394,80974,189076,AT,7256009,55861
Azerbaijan,1980,330,2641,4519,5780,7273,9130,11619,15265,20794,62107,AZ,3193677,13946
Azerbaijan,1981,324,2590,4432,5668,7133,8954,11395,14971,20393,60910,AZ,3309764,13677
Azerbaijan,1982,318,2540,4346,5558,6994,8780,11173,14680,19996,59725,AZ,3428006,13411
Azerbaijan,1983,311,2492,4264,5453,6862,8614,10963,14403,19619,58598,AZ,3545187,13158
Azerbaijan,1984,306,2448,4189,5357,6741,8462,10769,14148,19272,57563,AZ,3658038,12925
Azerbaijan,1985,301,2408,4121,5270,6632,8325,10595,13919,18961,56632,AZ,3764538,12716
Azerbaijan,1986,297,2374,4062,5194,6537,8205,10443,13719,18688,55818,AZ,3863443,12534
Azerbaijan,1987,293,2347,4015,5135,6462,8112,10324,13563,18476,55184,AZ,3951584,12391
Azerbaijan,1988,291,2330,3987,5100,6417,8056,10252,13469,18347,54799,AZ,4028283,12305
Azerbaijan,1989,291,2327,3982,5093,6409,8045,10239,13451,18323,54728,AZ,4097307,12289
Azerbaijan,1990,292,2340,4004,5120,6444,8089,10294,13524,18422,55022,AZ,4163658,12355
Azerbaijan,1991,294,2353,4026,5149,6479,8133,10350,13598,18524,55326,AZ,4225275,12423
Azerbaijan,1992,224,1794,3069,3926,4940,6201,7892,10368,14123,42184,AZ,4294312,9472
Azerbaijan,1993,169,1352,2313,2958,3723,4673,5947,7813,10643,31788,AZ,4365473,7138
Azerbaijan,1994,134,1073,1836,2348,2955,3709,4720,6201,8448,25231,AZ,4432613,5666
Azerbaijan,1995,116,927,1586,2028,2552,3204,4077,5357,7297,21794,AZ,4493543,4894
Azerbaijan,1996,118,944,1610,2052,2578,3240,4132,5430,7446,22627,AZ,4553554,5018
Azerbaijan,1997,120,960,1630,2069,2589,3251,4146,5441,7495,23030,AZ,4609304,5073
Azerbaijan,1998,132,1053,1777,2232,2764,3448,4371,5695,7845,24039,AZ,4665090,5336
Azerbaijan,1999,141,1125,1891,2368,2925,3648,4627,6024,8335,25816,AZ,4726640,5690
Azerbaijan,2000,156,1251,2090,2589,3161,3914,4929,6364,8796,27093,AZ,4797843,6034
Azerbaijan,2001,173,1386,2306,2838,3440,4241,5320,6834,9458,29164,AZ,4892985,6516
Azerbaijan,2002,262,2096,3362,3869,4453,5129,6073,7450,9748,27268,AZ,4994233,6971
Azerbaijan,2003,284,2276,3675,4296,4963,5775,6849,8333,10812,29390,AZ,5104830,7665
Azerbaijan,2004,307,2457,3946,4537,5164,5901,6963,8450,11015,31357,AZ,5227236,8010
Azerbaijan,2005,345,2763,4428,5107,5878,6837,8199,10079,13338,38333,AZ,5361128,9531
Azerbaijan,2006,363,2905,4718,5633,6777,8210,10275,13211,18076,56940,AZ,5491544,12711
Azerbaijan,2007,412,3297,5378,6489,7908,9689,12262,15943,21987,70663,AZ,5633320,15403
Azerbaijan,2008,650,5202,8330,9588,11006,12766,15265,18704,24689,70434,AZ,5782284,17663
Azerbaijan,2009,725,5797,9275,10653,12193,14104,16813,20532,27030,76510,AZ,5931656,19363
Azerbaijan,2010,782,6257,9994,11433,13014,14974,17744,21523,28187,78529,AZ,6076587,20244
Azerbaijan,2011,732,5854,9363,10749,12293,14210,16926,20651,27167,76740,AZ,6214798,19469
Azerbaijan,2012,718,5746,9205,10612,12206,14187,17000,20881,27613,79212,AZ,6347165,19738
Azerbaijan,2013,770,6159,9856,11327,12974,15018,17918,21900,28851,81834,AZ,6471705,20661
Azerbaijan,2014,784,6272,10037,11535,13212,15293,18245,22300,29377,83322,AZ,6589370,21038
Azerbaijan,2015,791,6328,10112,11578,13197,15203,18042,21920,28743,80392,AZ,6700904,20631
Azerbaijan,2016,765,6124,9768,11128,12595,14410,16969,20437,26612,72853,AZ,6791160,19166
Azerbaijan,2017,744,5952,9514,10900,12433,14334,17025,20704,27169,76161,AZ,6882551,19494
Azerbaijan,2018,735,5883,9404,10774,12289,14168,16828,20465,26854,75278,AZ,6970490,19268
Azerbaijan,2019,740,5922,9466,10845,12370,14262,16939,20600,27032,75776,AZ,7049305,19395
Azerbaijan,2020,697,5576,8912,10210,11646,13427,15947,19394,25450,71340,AZ,7117684,18260
Bahamas,1980,1405,6881,13635,20730,27972,36482,47112,63514,97680,331064,BS,106170,64648
Bahamas,1981,1205,5900,11692,17776,23985,31283,40397,54462,83758,283879,BS,110569,55434
Bahamas,1982,1262,6179,12244,18616,25119,32761,42306,57035,87716,297294,BS,114738,58053
Bahamas,1983,1267,6203,12292,18689,25218,32890,42473,57260,88062,298465,BS,118764,58282
Bahamas,1984,1398,6843,13561,20617,27819,36283,46855,63168,97147,329258,BS,122841,64295
Bahamas,1985,1418,6943,13758,20917,28224,36811,47536,64087,98561,334048,BS,126984,65230
Bahamas,1986,1408,6892,13656,20763,28016,36540,47186,63614,97833,331583,BS,130475,64749
Bahamas,1987,1417,6938,13749,20903,28205,36787,47505,64044,98495,333827,BS,134279,65187
Bahamas,1988,1419,6949,13769,20934,28247,36841,47574,64138,98639,334315,BS,138282,65282
Bahamas,1989,1498,7332,14529,22090,29807,38875,50202,67680,104087,352779,BS,142279,68888
Bahamas,1990,1415,6927,13725,20868,28157,36724,47424,63935,98327,333257,BS,146179,65076
Bahamas,1991,1320,6464,12809,19474,26277,34272,44257,59666,91761,311003,BS,150739,60730
Bahamas,1992,1260,6170,12225,18587,25080,32711,42242,56948,87583,296841,BS,155001,57965
Bahamas,1993,1219,5967,11824,17977,24257,31637,40855,55079,84707,287096,BS,159005,56062
Bahamas,1994,1224,5993,11876,18056,24363,31775,41033,55319,85077,288349,BS,162912,56307
Bahamas,1995,1257,6154,12195,18541,25018,32629,42136,56806,87363,296098,BS,166783,57820
Bahamas,1996,1302,6375,12633,19207,25917,33802,43650,58848,90503,306740,BS,169883,59898
Bahamas,1997,1301,6372,12626,19196,25901,33782,43624,58812,90449,306556,BS,172975,59862
Bahamas,1998,1312,6423,12728,19351,26111,34055,43977,59288,91181,309036,BS,176135,60346
Bahamas,1999,1387,6791,13458,20460,27608,36008,46499,62688,96409,326756,BS,179376,63806
Bahamas,2000,1400,6853,13579,20646,27858,36334,46920,63255,97282,329815,BS,182756,64394
Bahamas,2001,1370,6620,12856,19758,26828,35102,45659,61782,96119,332734,BS,187240,63883
Bahamas,2002,1327,6612,12972,19878,27042,35302,45662,61499,95566,323342,BS,191725,62920
Bahamas,2003,1411,6539,12898,19335,25899,33599,43163,58338,90854,314254,BS,195923,60629
Bahamas,2004,1663,6975,13423,19747,26433,34188,43588,58844,90678,304607,BS,199869,60015
Bahamas,2005,1739,7023,13325,19584,26349,34051,43620,59233,92065,312036,BS,203829,60903
Bahamas,2006,1691,6888,13301,19785,26444,34089,43512,58660,90514,307441,BS,209152,60232
Bahamas,2007,1670,6823,13200,19357,25765,33159,42137,56718,88153,310310,BS,214307,59729
Bahamas,2008,1635,6612,12696,18555,24650,31757,40516,54574,85122,301266,BS,219129,57738
Bahamas,2009,1554,6281,12014,17618,23290,30053,38455,51743,80495,272872,BS,223605,53437
Bahamas,2010,1569,6351,12074,17648,23262,29800,37957,50777,79159,269591,BS,227901,52819
Bahamas,2011,1589,6537,12326,17820,23508,30008,38132,50927,78199,264428,BS,232296,52348
Bahamas,2012,1604,6613,12680,18465,24444,31374,39774,52700,79942,263571,BS,236984,53117
Bahamas,2013,1601,6514,12323,17591,22975,29151,36658,48521,73622,251394,BS,241910,50035
Bahamas,2014,1620,6434,11998,17094,22382,28446,35794,47304,71797,241776,BS,246861,48464
Bahamas,2015,1570,6406,11953,17122,22411,28379,35588,46693,70553,237125,BS,251718,47780
Bahamas,2016,1585,6204,11789,17130,22399,28252,35537,46483,69410,235011,BS,256875,47380
Bahamas,2017,1605,6386,12133,17712,23190,29157,36660,47797,71127,240409,BS,261658,48618
Bahamas,2018,1555,6207,11981,17619,23050,29148,36662,47643,70734,235058,BS,266239,47966
Bahamas,2019,1536,6076,11880,17479,22928,29006,36575,47609,70731,230653,BS,270912,47447
Bahamas,2020,1249,4943,9664,14218,18651,23595,29752,38727,57535,187623,BS,275795,38596
Bahrain,1980,1294,10352,17661,22558,29360,36626,48041,66794,107029,439756,BH,199822,77947
Bahrain,1981,1223,9785,16694,21322,27751,34619,45409,63134,101164,415658,BH,211384,73676
Bahrain,1982,1079,8631,14724,18805,24477,30534,40051,55684,89226,366609,BH,221299,64982
Bahrain,1983,1097,8777,14974,19126,24893,31054,40733,56632,90745,372852,BH,230238,66088
Bahrain,1984,1058,8468,14446,18451,24015,29958,39295,54634,87543,359696,BH,239114,63756
Bahrain,1985,891,7127,12159,15531,20213,25216,33075,45986,73686,302759,BH,248484,53664
Bahrain,1986,815,6523,11129,14214,18501,23079,30272,42088,67441,277100,BH,255233,49116
Bahrain,1987,879,7033,11998,15324,19945,24881,32636,45375,72707,298737,BH,263929,52952
Bahrain,1988,917,7331,12506,15973,20790,25936,34018,47297,75788,311394,BH,274025,55195
Bahrain,1989,919,7356,12550,16029,20863,26026,34137,47463,76053,312482,BH,284958,55388
Bahrain,1990,1077,8615,14698,18773,24433,30480,39980,55586,89069,365963,BH,296353,64867
Bahrain,1991,1150,9196,15688,20037,26079,32533,42673,59330,95069,390615,BH,304581,69237
Bahrain,1992,1109,8870,15132,19326,25154,31380,41159,57226,91698,376764,BH,314418,66782
Bahrain,1993,1140,9116,15553,19864,25854,32252,42304,58818,94248,387241,BH,325889,68639
Bahrain,1994,1170,9357,15964,20390,26538,33106,43423,60374,96741,397486,BH,338561,70455
Bahrain,1995,1212,9694,16538,21123,27492,34296,44984,62544,100219,411776,BH,351650,72988
Bahrain,1996,1243,9945,16944,21818,28404,35609,46744,64539,103389,422833,BH,359611,75147
Bahrain,1997,1212,9695,16496,21416,27889,35135,46160,63289,101362,412597,BH,369007,73525
Bahrain,1998,1231,9845,16730,21901,28529,36117,47487,64658,103528,419418,BH,380330,74944
Bahrain,1999,1213,9704,16469,21740,28327,36037,47421,64120,102640,413831,BH,394572,74150
Bahrain,2000,1238,9904,16784,22346,29124,37233,49033,65841,105369,422775,BH,412441,75965
Bahrain,2001,1163,9305,15747,21146,27568,35415,46676,62243,99585,397613,BH,436792,71646
Bahrain,2002,1080,8643,14606,19786,25801,33308,43932,58181,93061,369727,BH,466659,66813
Bahrain,2003,1078,8619,14544,19877,25927,33633,44395,58389,93369,369094,BH,502811,66892
Bahrain,2004,1097,8774,14784,20386,26598,34671,45800,59822,95637,376146,BH,545829,68371
Bahrain,2005,1113,8901,14974,20835,27192,35616,47085,61079,97620,381981,BH,595456,69640
Bahrain,2006,1074,8595,14501,19998,26072,34126,45132,58722,93913,370875,BH,655409,67301
Bahrain,2007,1065,8519,14415,19698,25654,33554,44393,57940,92724,369633,BH,723296,66759
Bahrain,2008,1024,8192,13902,18821,24484,31999,42355,55458,88812,357444,BH,793993,64249
Bahrain,2009,881,7052,12003,16095,20914,27312,36167,47513,76143,309464,BH,860481,55355
Bahrain,2010,877,7016,11980,15906,20643,26937,35687,47044,75446,309705,BH,917142,55124
Bahrain,2011,824,6589,11285,14834,19227,25068,33227,43957,70549,292568,BH,942416,51813
Bahrain,2012,959,7677,13191,17159,22213,28935,38371,50951,81837,342928,BH,957171,60422
Bahrain,2013,1000,7998,13786,17743,22938,29852,39608,52796,84867,359430,BH,967805,63002
Bahrain,2014,1007,8056,13932,17736,22897,29770,39520,52890,85088,364301,BH,983796,63520
Bahrain,2015,991,7926,13753,17312,22317,28986,38502,51741,83312,360675,BH,1011434,62551
Bahrain,2016,982,7856,13633,17160,22122,28732,38165,51289,82582,357515,BH,1060359,62004
Bahrain,2017,963,7700,13363,16821,21683,28164,37409,50273,80947,350437,BH,1121253,60776
Bahrain,2018,931,7448,12924,16269,20972,27239,36181,48623,78289,338931,BH,1186659,58780
Bahrain,2019,874,6994,12138,15278,19695,25581,33979,45664,73525,318304,BH,1248314,55203
Bahrain,2020,789,6306,10943,13776,17758,23065,30637,41172,66293,286998,BH,1301586,49774
Bangladesh,1980,103,825,1339,1666,2007,2295,2763,3407,4379,10983,BD,35270664,2977
Bangladesh,1981,105,837,1360,1692,2038,2330,2806,3461,4448,11155,BD,36174028,3023
Bangladesh,1982,104,835,1356,1687,2032,2324,2798,3450,4435,11122,BD,37215452,3014
Bangladesh,1983,106,847,1376,1712,2063,2358,2840,3502,4501,11288,BD,38371388,3059
Bangladesh,1984,104,831,1376,1704,2003,2330,2825,3466,4511,11795,BD,39611240,3094
Bangladesh,1985,101,807,1362,1680,1925,2281,2783,3398,4477,12178,BD,40919468,3099
Bangladesh,1986,100,801,1340,1660,1919,2273,2767,3397,4496,12423,BD,42305516,3118
Bangladesh,1987,98,788,1306,1624,1895,2243,2725,3363,4471,12543,BD,43774788,3106
Bangladesh,1988,96,771,1265,1580,1861,2201,2668,3312,4421,12588,BD,45308576,3076
Bangladesh,1989,99,790,1299,1609,1907,2262,2736,3379,4482,12497,BD,46887324,3106
Bangladesh,1990,101,808,1333,1637,1952,2323,2804,3446,4541,12406,BD,48495576,3135
Bangladesh,1991,104,830,1373,1673,2006,2393,2882,3527,4619,12367,BD,50058236,3177
Bangladesh,1992,102,813,1346,1637,1959,2342,2828,3497,4659,13167,BD,51636256,3235
Bangladesh,1993,99,793,1313,1594,1905,2282,2762,3450,4672,13855,BD,53245968,3272
Bangladesh,1994,97,777,1288,1560,1862,2234,2711,3420,4705,14569,BD,54914220,3322
Bangladesh,1995,96,766,1271,1537,1832,2203,2679,3413,4765,15343,BD,56659188,3391
Bangladesh,1996,96,766,1271,1541,1843,2218,2707,3451,4831,15408,BD,58466448,3413
Bangladesh,1997,97,772,1281,1556,1869,2250,2757,3518,4937,15614,BD,60346756,3465
Bangladesh,1998,98,782,1296,1578,1901,2289,2812,3590,5049,15820,BD,62293084,3522
Bangladesh,1999,98,783,1300,1587,1922,2319,2861,3660,5162,16091,BD,64295884,3578
Bangladesh,2000,99,791,1313,1606,1952,2357,2918,3736,5282,16349,BD,66343256,3640
Bangladesh,2001,100,800,1328,1625,1973,2386,2955,3784,5334,16604,BD,68305920,3689
Bangladesh,2002,100,796,1324,1626,1978,2401,2984,3833,5396,16973,BD,70311688,3741
Bangladesh,2003,99,792,1320,1627,1985,2422,3026,3902,5492,17486,BD,72330584,3815
Bangladesh,2004,102,814,1358,1675,2042,2495,3118,4022,5647,18071,BD,74331576,3934
Bangladesh,2005,104,832,1390,1717,2094,2564,3210,4146,5811,18715,BD,76298968,4058
Bangladesh,2006,109,870,1452,1791,2185,2673,3343,4311,6029,19254,BD,78131960,4202
Bangladesh,2007,113,908,1515,1869,2283,2794,3495,4506,6292,19974,BD,79924168,4375
Bangladesh,2008,123,986,1641,2009,2434,2956,3667,4685,6501,20208,BD,81680280,4521
Bangladesh,2009,129,1035,1719,2099,2537,3072,3798,4834,6686,20539,BD,83419880,4645
Bangladesh,2010,133,1061,1764,2159,2620,3182,3946,5036,6970,21429,BD,85167448,4830
Bangladesh,2011,141,1132,1878,2293,2770,3353,4144,5265,7255,22134,BD,87093696,5037
Bangladesh,2012,148,1182,1961,2393,2887,3493,4313,5469,7518,22885,BD,89023416,5225
Bangladesh,2013,154,1233,2045,2493,3003,3628,4476,5664,7766,23572,BD,90961456,5403
Bangladesh,2014,163,1302,2156,2625,3153,3802,4680,5905,8073,24381,BD,92918752,5624
Bangladesh,2015,174,1395,2308,2803,3353,4031,4944,6211,8460,25346,BD,94896792,5903
Bangladesh,2016,184,1473,2437,2958,3535,4248,5208,6534,8885,26573,BD,96901856,6204
Bangladesh,2017,194,1556,2573,3124,3734,4487,5502,6903,9388,28089,BD,98938312,6555
Bangladesh,2018,207,1652,2733,3318,3966,4766,5843,7332,9972,29833,BD,100985880,6962
Bangladesh,2019,237,1899,3141,3814,4559,5479,6718,8429,11463,34296,BD,103023360,8004
Bangladesh,2020,241,1928,3189,3873,4628,5562,6820,8558,11638,34818,BD,105042352,8126
Belarus,1980,477,3819,6178,6659,7789,8680,9854,11381,13940,30441,BY,6545157,9922
Belarus,1981,483,3861,6247,6733,7875,8776,9963,11508,14095,30780,BY,6638771,10032
Belarus,1982,489,3908,6323,6815,7971,8883,10085,11648,14267,31155,BY,6723060,10155
Belarus,1983,495,3960,6407,6906,8077,9001,10219,11803,14457,31569,BY,6797208,10290
Belarus,1984,502,4016,6497,7002,8190,9127,10362,11968,14658,32010,BY,6863936,10433
Belarus,1985,509,4074,6590,7103,8308,9258,10511,12140,14869,32471,BY,6924914,10583
Belarus,1986,517,4138,6695,7215,8440,9405,10677,12332,15105,32986,BY,6974884,10751
Belarus,1987,526,4209,6810,7339,8584,9566,10860,12544,15364,33550,BY,7018180,10935
Belarus,1988,536,4291,6942,7482,8752,9753,11072,12789,15664,34206,BY,7053012,11149
Belarus,1989,549,4390,7103,7655,8954,9978,11328,13084,16025,34995,BY,7079643,11406
Belarus,1990,559,4469,7230,7792,9114,10156,11530,13318,16311,35620,BY,7100824,11610
Belarus,1991,556,4449,7198,7758,9074,10112,11480,13260,16241,35466,BY,7114747,11559
Belarus,1992,489,3913,6331,6823,7981,8894,10097,11662,14284,31192,BY,7129226,10167
Belarus,1993,430,3441,5568,6001,7019,7822,8880,10256,12562,27432,BY,7142739,8941
Belarus,1994,317,2538,4225,4756,5614,6444,7546,9358,11334,27605,BY,7153019,7974
Belarus,1995,262,2099,3619,4251,4984,5821,6915,9073,10559,26278,BY,7160014,7386
Belarus,1996,263,2105,3574,4249,5021,5916,7078,9083,11062,27713,BY,7187583,7606
Belarus,1997,272,2176,3652,4422,5311,6362,7731,9812,12574,32801,BY,7206152,8511
Belarus,1998,296,2364,3910,4771,5747,6910,8409,10442,13798,35623,BY,7220250,9227
Belarus,1999,295,2362,3944,4901,5960,7220,8833,10994,14416,35802,BY,7235107,9473
Belarus,2000,321,2565,4269,5255,6318,7556,9212,11456,14888,37559,BY,7252214,9940
Belarus,2001,357,2860,4738,5709,6806,8037,9635,11818,15330,37980,BY,7261337,10327
Belarus,2002,375,3002,4975,6016,7109,8428,10049,12239,15825,39509,BY,7270596,10753
Belarus,2003,415,3322,5514,6575,7744,9161,10913,13377,17289,40490,BY,7280843,11480
Belarus,2004,489,3912,6366,7540,8874,10379,12366,14917,19080,43780,BY,7292612,12770
Belarus,2005,513,4105,6773,8212,9633,11256,13409,16338,20699,47686,BY,7307131,13862
